"RowName","ProbeID","logFC","AveExpr","t","P.Value","SE.x","df","adj.P.Val","Symbol","EntrezID.x","Direction","Gene","EntrezID.y","SE.y","EntrezID","SE","CI_lower","CI_upper"
"84","213238_at",1.39931734571762,9.59693651611839,3.18426587663549,0.0149045029372615,0.439447395390282,7.17350958619789,0.0534723939705358,"ATP10D","57205","Upregulated","ATP10D",NA,NA,"57205",0.439447395390282,0.179215775794351,2.61941891564089
"85","201242_s_at",2.16879437235375,10.8041213627345,18.5787164686855,2.49135619230443e-07,0.116735425507422,7.17350958619789,9.73945439177537e-05,"ATP1B1","481","Upregulated","ATP1B1",NA,NA,"481",0.116735425507422,1.84468487160049,2.49290387310702
"86","212930_at",1.20361424250019,4.52922708951991,8.8793496402755,4.0188501892339e-05,0.135552072084285,7.17350958619789,0.00192585029605804,"ATP2B1","490","Upregulated","ATP2B1",NA,NA,"490",0.135552072084285,0.82726135546236,1.57996712953802
"87","209935_at",1.18651126051791,5.49788069070895,4.00761894561007,0.00488749807198828,0.296063891457946,7.17350958619789,0.0274812312738115,"ATP2C1","27032","Upregulated","ATP2C1",NA,NA,"27032",0.156613102656291,0.751683578238006,1.62133894279781
"88","208745_at",1.14221651217227,7.69198689074907,6.6112458916032,0.000270859446233741,0.172768723308714,7.17350958619789,0.00526204101170571,"ATP5MG","10632","Upregulated","ATP5MG",NA,NA,"10632",0.172768723308714,0.662533636010515,1.62189938833402
"89","202279_at",1.15031927614294,8.77779119960476,5.89999666676581,0.00054706002920744,0.194969478986758,7.17350958619789,0.00792596790040923,"ATP5MJ","9556","Upregulated","ATP5MJ",NA,NA,"9556",0.194969478986758,0.60899722054719,1.69164133173869
"90","201089_at",-1.30915321888929,9.33020570461833,-5.18722630334099,0.00117734990639888,0.252380201350785,7.17350958619789,0.0120731191736246,"ATP6V1B2","526","Downregulated","ATP6V1B2",NA,NA,"526",0.252380201350785,-2.00987299357851,-0.608433444200069
"91","219660_s_at",-1.19062204561465,5.74952446876173,-5.93654547822162,0.000526890473660313,0.200558060235953,7.17350958619789,0.00775988131168061,"ATP8A2","51761","Downregulated","ATP8A2",NA,NA,"51761",0.200558060235953,-1.74746049026472,-0.63378360096457
"92","212062_at",-1.2189425147178,7.9139490304309,-8.95951862666345,3.78588188529569e-05,0.136050000620595,7.17350958619789,0.00188946152913632,"ATP9A","10079","Downregulated","ATP9A",NA,NA,"10079",0.136050000620595,-1.59667787300301,-0.84120715643259
"93","205052_at",1.49967799993508,7.8141131287405,15.5915847781212,8.5251620566938e-07,0.0961850909497985,7.17350958619789,0.000218351938056676,"AUH","549","Upregulated","AUH",NA,NA,"549",0.0961850909497985,1.23262537497451,1.76673062489565
